Film,Year (Ceremony),Awards,Nominations,Best Picture
Steel Magnolias,1989 (62nd),0,1,False
Super Chief: The Life and Legacy of Earl Warren,1989 (62nd),0,1,False
The Bear,1989 (62nd),0,1,False
The Childeater,1989 (62nd),0,1,False
The Cow,1989 (62nd),0,1,False
The Hill Farm,1989 (62nd),0,1,False
Valmont,1989 (62nd),0,1,False
What Happened to Santiago,1989 (62nd),0,1,False
When Harry Met Sally...,1989 (62nd),0,1,False
Yad Vashem: Preserving the Past to Ensure the Future,1989 (62nd),0,1,False
Dances with Wolves,1990 (63rd),7,12,True
Dick Tracy,1990 (63rd),3,7,False
Ghost,1990 (63rd),2,5,False
Goodfellas,1990 (63rd),1,6,False
Cyrano de Bergerac,1990 (63rd),1,5,False
Reversal of Fortune,1990 (63rd),1,3,False
The Hunt for Red October,1990 (63rd),1,3,False
American Dream,1990 (63rd),1,1,False
Creature Comforts,1990 (63rd),1,1,False
Days of Waiting: The Life & Art of Estelle Ishigo,1990 (63rd),1,1,False
Journey of Hope,1990 (63rd),1,1,False
Misery,1990 (63rd),1,1,False
The Lunch Date,1990 (63rd),1,1,False
The Godfather Part III,1990 (63rd),0,7,False
Avalon,1990 (63rd),0,4,False
The Grifters,1990 (63rd),0,4,False
Awakenings,1990 (63rd),0,3,False
Hamlet,1990 (63rd),0,2,False
Home Alone,1990 (63rd),0,2,False
Postcards from the Edge,1990 (63rd),0,2,False
Total Recall,1990 (63rd),0 (1),2,False
12:01 pm,1990 (63rd),0,1,False
A Grand Day Out,1990 (63rd),0,1,False
Alice,1990 (63rd),0,1,False
Berkeley in the Sixties,1990 (63rd),0,1,False
Bronx Cheers,1990 (63rd),0,1,False
Building Bombs,1990 (63rd),0,1,False
Burning Down Tomorrow,1990 (63rd),0,1,False
Chimps: So Like Us,1990 (63rd),0,1,False
Days of Thunder,1990 (63rd),0,1,False
Dear Rosie,1990 (63rd),0,1,False
Edward Scissorhands,1990 (63rd),0,1,False
Flatliners,1990 (63rd),0,1,False
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1990 (63rd),0,1,False
Grasshoppers (Cavallette),1990 (63rd),0,1,False
Green Card,1990 (63rd),0,1,False
Havana,1990 (63rd),0,1,False
Henry & June,1990 (63rd),0,1,False
Journey into Life: The World of the Unborn,1990 (63rd),0,1,False
Ju Dou,1990 (63rd),0,1,False
Longtime Companion,1990 (63rd),0,1,False
Metropolitan,1990 (63rd),0,1,False
Mr. and Mrs. Bridge,1990 (63rd),0,1,False
Open Doors,1990 (63rd),0,1,False
Pretty Woman,1990 (63rd),0,1,False
Rose Kennedy: A Life to Remember,1990 (63rd),0,1,False
Senzeni Na? (What Have We Done?),1990 (63rd),0,1,False
The Field,1990 (63rd),0,1,False
The Nasty Girl,1990 (63rd),0,1,False
Waldo Salt: A Screenwriter's Journey,1990 (63rd),0,1,False
Wild at Heart,1990 (63rd),0,1,False
Young Guns II,1990 (63rd),0,1,False
The Silence of the Lambs,1991 (64th),5,7,True
Terminator 2: Judgment Day,1991 (64th),4,6,False
Bugsy,1991 (64th),2,10,False
JFK,1991 (64th),2,8,False
Beauty and the Beast,1991 (64th),2,6,False
Thelma & Louise,1991 (64th),1,6,False
The Fisher King,1991 (64th),1,5,False
City Slickers,1991 (64th),1,1,False
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991 (64th),1,1,False
In the Shadow of the Stars,1991 (64th),1,1,False
Manipulation,1991 (64th),1,1,False
Mediterraneo,1991 (64th),1,1,False
Session Man,1991 (64th),1,1,False
The Prince of Tides,1991 (64th),0,7,False
Hook,1991 (64th),0,5,False
Backdraft,1991 (64th),0,3,False
Barton Fink,1991 (64th),0,3,False
Boyz n the Hood,1991 (64th),0,2,False
Cape Fear,1991 (64th),0,2,False
Fried Green Tomatoes,1991 (64th),0,2,False
Rambling Rose,1991 (64th),0,2,False
Star Trek VI: The Undiscovered Country,1991 (64th),0,2,False
A Little Vicious,1991 (64th),0,1,False
Birch Street Gym,1991 (64th),0,1,False
Birdnesters of Thailand,1991 (64th),0,1,False
Blackfly,1991 (64th),0,1,False
Children of Nature,1991 (64th),0,1,False
Death on the Job,1991 (64th),0,1,False
Doing Time: Life Inside the Big House,1991 (64th),0,1,False
Europa Europa,1991 (64th),0,1,False
For the Boys,1991 (64th),0,1,False
Grand Canyon,1991 (64th),0,1,False
Last Breeze of Summer,1991 (64th),0,1,False
Madame Bovary,1991 (64th),0,1,False
Memorial: Letters from American Soldiers,1991 (64th),0,1,False
Raise the Red Lantern,1991 (64th),0,1,False
Robin Hood: Prince of Thieves,1991 (64th),0,1,False
Strings,1991 (64th),0,1,False
The Addams Family,1991 (64th),0,1,False
The Commitments,1991 (64th),0,1,False
The Elementary School,1991 (64th),0,1,False
The Mark of the Maker,1991 (64th),0,1,False
The Ox,1991 (64th),0,1,False
The Restless Conscience: Resistance to Hitler Within Germany 1933-1945,1991 (64th),0,1,False
Wild by Law,1991 (64th),0,1,False
Unforgiven,1992 (65th),4,9,True
Howards End,1992 (65th),3,9,False
Bram Stoker's Dracula,1992 (65th),3,4,False
Aladdin,1992 (65th),2,5,False
The Crying Game,1992 (65th),1,6,False
Scent of a Woman,1992 (65th),1,4,False
A River Runs Through It,1992 (65th),1,3,False
Indochine,1992 (65th),1,2,False
Death Becomes Her,1992 (65th),1,1,False
Educating Peter,1992 (65th),1,1,False
Mona Lisa Descending a Staircase,1992 (65th),1,1,False
My Cousin Vinny,1992 (65th),1,1,False
Omnibus,1992 (65th),1,1,False
The Last of the Mohicans,1992 (65th),1,1,False
The Panama Deception,1992 (65th),1,1,False
A Few Good Men,1992 (65th),0,4,False
Chaplin,1992 (65th),0,3,False
Enchanted April,1992 (65th),0,3,False
The Player,1992 (65th),0,3,False
Basic Instinct,1992 (65th),0,2,False
Batman Returns,1992 (65th),0,2,False
Hoffa,1992 (65th),0,2,False
Husbands and Wives,1992 (65th),0,2,False
Lorenzo's Oil,1992 (65th),0,2,False
Malcolm X,1992 (65th),0,2,False
Passion Fish,1992 (65th),0,2,False
The Bodyguard,1992 (65th),0,2,False
Toys,1992 (65th),0,2,False
Under Siege,1992 (65th),0,2,False
Adam,1992 (65th),0,1,False
Alien 3,1992 (65th),0,1,False
At the Edge of Conquest: The Journey of Chief Wai-Wai,1992 (65th),0,1,False
Beyond Imagining: Margaret Anderson and the 'Little Review',1992 (65th),0,1,False
Changing Our Minds: The Story of Dr. Evelyn Hooker,1992 (65th),0,1,False
Close to Eden,1992 (65th),0,1,False
Contact,1992 (65th),0,1,False
Cruise Control,1992 (65th),0,1,False
Daens,1992 (65th),0,1,False
Damage,1992 (65th),0,1,False
Fires of Kuwait,1992 (65th),0,1,False
Glengarry Glen Ross,1992 (65th),0,1,False
Liberators: Fighting on Two Fronts in World War II,1992 (65th),0,1,False
Love Field,1992 (65th),0,1,False
Mr. Saturday Night,1992 (65th),0,1,False
Music for the Movies: Bernard Herrmann,1992 (65th),0,1,False
"Reci, reci, reci",1992 (65th),0,1,False
Schtonk!,1992 (65th),0,1,False
Screen Play,1992 (65th),0,1,False
Swan Song,1992 (65th),0,1,False
The Colours of My Father: A Portrait of Sam Borenstein,1992 (65th),0,1,False
The Lady in Waiting,1992 (65th),0,1,False
The Lover,1992 (65th),0,1,False
The Mambo Kings,1992 (65th),0,1,False
The Sandman,1992 (65th),0,1,False
When Abortion Was Illegal: Untold Stories,1992 (65th),0,1,False
Schindler's List,1993 (66th),7,12,True
The Piano,1993 (66th),3,8,False
Jurassic Park,1993 (66th),3,3,False
Philadelphia,1993 (66th),2,5,False
The Fugitive,1993 (66th),1,7,False
The Age of Innocence,1993 (66th),1,5,False
Belle Époque,1993 (66th),1,1,False
Defending Our Lives,1993 (66th),1,1,False
I Am a Promise: The Children of Stanton Elementary School,1993 (66th),1,1,False
Mrs. Doubtfire,1993 (66th),1,1,False
Schwarzfahrer,1993 (66th),1,1,False
The Wrong Trousers,1993 (66th),1,1,False
The Remains of the Day,1993 (66th),0,8,False
In the Name of the Father,1993 (66th),0,7,False
Cliffhanger,1993 (66th),0,3,False
In the Line of Fire,1993 (66th),0,3,False
Farewell My Concubine,1993 (66th),0,2,False
Orlando,1993 (66th),0,2,False
Shadowlands,1993 (66th),0,2,False
Sleepless in Seattle,1993 (66th),0,2,False
The Firm,1993 (66th),0,2,False
What's Love Got to Do with It,1993 (66th),0,2,False
Addams Family Values,1993 (66th),0,1,False
Beethoven's 2nd,1993 (66th),0,1,False
Blindscape,1993 (66th),0,1,False
Blood Ties: The Life and Work of Sally Mann,1993 (66th),0,1,False
Chicks in White Satin,1993 (66th),0,1,False
Children of Fate: Life and Death in a Sicilian Family,1993 (66th),0,1,False
Dave,1993 (66th),0,1,False
Down on the Waterfront,1993 (66th),0,1,False
Fearless,1993 (66th),0,1,False
For Better or For Worse,1993 (66th),0,1,False
Geronimo: An American Legend,1993 (66th),0,1,False
Hedd Wyn,1993 (66th),0,1,False
Partners,1993 (66th),0,1,False
Poetic Justice,1993 (66th),0,1,False
Searching for Bobby Fischer,1993 (66th),0,1,False
Short Cuts,1993 (66th),0,1,False
Six Degrees of Separation,1993 (66th),0,1,False
Small Talk,1993 (66th),0,1,False
The Broadcast Tapes of Dr. Peter,1993 (66th),0,1,False
The Dutch Master,1993 (66th),0,1,False
The Mighty River,1993 (66th),0,1,False
The Nightmare Before Christmas,1993 (66th),0,1,False
The Scent of Green Papaya,1993 (66th),0,1,False
The Screw (La Vis),1993 (66th),0,1,False
The Village,1993 (66th),0,1,False
The War Room,1993 (66th),0,1,False
The Wedding Banquet,1993 (66th),0,1,False
What's Eating Gilbert Grape,1993 (66th),0,1,False
Forrest Gump,1994 (67th),6,13,True
The Lion King,1994 (67th),2,4,False
Speed,1994 (67th),2,3,False
Ed Wood,1994 (67th),2,2,False
Bullets over Broadway,1994 (67th),1,7,False
Pulp Fiction,1994 (67th),1,7,False
The Madness of King George,1994 (67th),1,4,False
Legends of the Fall,1994 (67th),1,3,False
A Time for Justice,1994 (67th),1,1,False
Blue Sky,1994 (67th),1,1,False
Bob's Birthday,1994 (67th),1,1,False
Burnt by the Sun,1994 (67th),1,1,False
Franz Kafka's It's a Wonderful Life,1994 (67th),1,1,False
Maya Lin: A Strong Clear Vision,1994 (67th),1,1,False
"The Adventures of Priscilla, Queen of the Desert",1994 (67th),1,1,False
Trevor,1994 (67th),1,1,False
The Shawshank Redemption,1994 (67th),0,7,False
Quiz Show,1994 (67th),0,4,False
Little Women,1994 (67th),0,3,False
Three Colours: Red,1994 (67th),0,3,False
Clear and Present Danger,1994 (67th),0,2,False
Four Weddings and a Funeral,1994 (67th),0,2,False
Interview with the Vampire,1994 (67th),0,2,False
Nobody's Fool,1994 (67th),0,2,False
Tom & Viv,1994 (67th),0,2,False
89mm from Europe,1994 (67th),0,1,False
A Great Day in Harlem,1994 (67th),0,1,False
Before the Rain,1994 (67th),0,1,False
Blues Highway,1994 (67th),0,1,False
Complaints of a Dutiful Daughter,1994 (67th),0,1,False
D-Day Remembered,1994 (67th),0,1,False
Eat Drink Man Woman,1994 (67th),0,1,False
Farinelli,1994 (67th),0,1,False
Freedom on My Mind,1994 (67th),0,1,False
Heavenly Creatures,1994 (67th),0,1,False
Hoop Dreams,1994 (67th),0,1,False
Junior,1994 (67th),0,1,False
Kangaroo Court,1994 (67th),0,1,False
Mary Shelley's Frankenstein,1994 (67th),0,1,False
Maverick,1994 (67th),0,1,False
Nell,1994 (67th),0,1,False
On Hope,1994 (67th),0,1,False
La Reine Margot,1994 (67th),0,1,False
School of the Americas Assassins,1994 (67th),0,1,False
Straight from the Heart,1994 (67th),0,1,False
Strawberry and Chocolate,1994 (67th),0,1,False
Syrup,1994 (67th),0,1,False
The Big Story,1994 (67th),0,1,False
The Client,1994 (67th),0,1,False
The Janitor,1994 (67th),0,1,False
The Mask,1994 (67th),0,1,False
The Monk and the Fish,1994 (67th),0,1,False
The Paper,1994 (67th),0,1,False
Triangle,1994 (67th),0,1,False
True Lies,1994 (67th),0,1,False
Wyatt Earp,1994 (67th),0,1,False
Braveheart,1995 (68th),5,10,True
Apollo 13,1995 (68th),2,9,False
Pocahontas,1995 (68th),2,2,False
Restoration,1995 (68th),2,2,False
The Usual Suspects,1995 (68th),2,2,False
Babe,1995 (68th),1,7,False
Sense and Sensibility,1995 (68th),1,7,False
Il Postino: The Postman,1995 (68th),1,5,False
Dead Man Walking,1995 (68th),1,4,False
Leaving Las Vegas,1995 (68th),1,4,False
Mighty Aphrodite,1995 (68th),1,2,False
A Close Shave,1995 (68th),1,1,False
Anne Frank Remembered,1995 (68th),1,1,False
Antonia's Line,1995 (68th),1,1,False
Lieberman in Love,1995 (68th),1,1,False
One Survivor Remembers,1995 (68th),1,1,False
Nixon,1995 (68th),0,4,False
Batman Forever,1995 (68th),0,3,False
Crimson Tide,1995 (68th),0,3,False
Toy Story,1995 (68th),0 (1),3,False
12 Monkeys,1995 (68th),0,2,False
A Little Princess,1995 (68th),0,2,False
Richard III,1995 (68th),0,2,False
Sabrina,1995 (68th),0,2,False
All Things Fair,1995 (68th),0,1,False
Brooms,1995 (68th),0,1,False
Casino,1995 (68th),0,1,False
Don Juan DeMarco,1995 (68th),0,1,False
Duke of Groove,1995 (68th),0,1,False
Dust of Life,1995 (68th),0,1,False
Fiddlefest,1995 (68th),0,1,False
Gagarin,1995 (68th),0,1,False
Georgia,1995 (68th),0,1,False
Hank Aaron: Chasing the Dream,1995 (68th),0,1,False
Jim Dine: A Self-Portrait on the Walls,1995 (68th),0,1,False
Little Surprises,1995 (68th),0,1,False
Mr. Holland's Opus,1995 (68th),0,1,False
"My Family, Mi Familia",1995 (68th),0,1,False
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995 (68th),0,1,False
O Quatrilho,1995 (68th),0,1,False
Rob Roy,1995 (68th),0,1,False
Roommates,1995 (68th),0,1,False
Runaway Brain,1995 (68th),0,1,False
Seven,1995 (68th),0,1,False
Shanghai Triad,1995 (68th),0,1,False
The American President,1995 (68th),0,1,False
The Battle Over Citizen Kane,1995 (68th),0,1,False
The Bridges of Madison County,1995 (68th),0,1,False
The Chicken from Outer Space,1995 (68th),0,1,False
The End,1995 (68th),0,1,False
The Living Sea,1995 (68th),0,1,False
The Shadow of Hate,1995 (68th),0,1,False
The Star Maker,1995 (68th),0,1,False
Troublesome Creek: A Midwestern,1995 (68th),0,1,False
Tuesday Morning Ride,1995 (68th),0,1,False
Unstrung Heroes,1995 (68th),0,1,False
Waterworld,1995 (68th),0,1,False
The English Patient,1996 (69th),9,12,True
Fargo,1996 (69th),2,7,False
Shine,1996 (69th),1,7,False
Evita,1996 (69th),1,5,False
Jerry Maguire,1996 (69th),1,5,False
Emma,1996 (69th),1,2,False
Independence Day,1996 (69th),1,2,False
Sling Blade,1996 (69th),1,2,False
Breathing Lessons: The Life and Work of Mark O'Brien,1996 (69th),1,1,False
Dear Diary,1996 (69th),1,1,False
Kolya,1996 (69th),1,1,False
Quest,1996 (69th),1,1,False
The Ghost and the Darkness,1996 (69th),1,1,False
The Nutty Professor,1996 (69th),1,1,False
When We Were Kings,1996 (69th),1,1,False
Secrets & Lies,1996 (69th),0,5,False
Hamlet,1996 (69th),0,4,False
Ghosts of Mississippi,1996 (69th),0,2,False
Michael Collins,1996 (69th),0,2,False
The Crucible,1996 (69th),0,2,False
The Mirror Has Two Faces,1996 (69th),0,2,False
The People vs. Larry Flynt,1996 (69th),0,2,False
The Portrait of a Lady,1996 (69th),0,2,False
Twister,1996 (69th),0,2,False
A Chef in Love,1996 (69th),0,1,False
An Essay on Matisse,1996 (69th),0,1,False
Angels & Insects,1996 (69th),0,1,False
Breaking the Waves,1996 (69th),0,1,False
Canhead,1996 (69th),0,1,False
Cosmic Voyage,1996 (69th),0,1,False
Daylight,1996 (69th),0,1,False
"De tripas, corazon",1996 (69th),0,1,False
Dragonheart,1996 (69th),0,1,False
Eraser,1996 (69th),0,1,False
Ernst & lyset,1996 (69th),0,1,False
Esposados,1996 (69th),0,1,False
Fly Away Home,1996 (69th),0,1,False
James and the Giant Peach,1996 (69th),0,1,False
La Salla,1996 (69th),0,1,False
Lone Star,1996 (69th),0,1,False
Mandela,1996 (69th),0,1,False
Marvin's Room,1996 (69th),0,1,False
One Fine Day,1996 (69th),0,1,False
Primal Fear,1996 (69th),0,1,False
Prisoner of the Mountains,1996 (69th),0,1,False
Ridicule,1996 (69th),0,1,False
Romeo + Juliet,1996 (69th),0,1,False
Senza parole,1996 (69th),0,1,False
Sleepers,1996 (69th),0,1,False
Special Effects: Anything Can Happen,1996 (69th),0,1,False
Star Trek: First Contact,1996 (69th),0,1,False
Suzanne Farrell: Elusive Muse,1996 (69th),0,1,False
Tell the Truth and Run: George Seldes and the American Press,1996 (69th),0,1,False
That Thing You Do!,1996 (69th),0,1,False
The Birdcage,1996 (69th),0,1,False
The First Wives Club,1996 (69th),0,1,False
The Hunchback of Notre Dame,1996 (69th),0,1,False
The Line King: The Al Hirschfeld Story,1996 (69th),0,1,False
The Other Side of Sunday,1996 (69th),0,1,False
The Preacher's Wife,1996 (69th),0,1,False
The Rock,1996 (69th),0,1,False
The Wild Bunch: An Album in Montage,1996 (69th),0,1,False
Trainspotting,1996 (69th),0,1,False
Up Close and Personal,1996 (69th),0,1,False
Wat's Pig,1996 (69th),0,1,False
Titanic,1997 (70th),11,14,True
Good Will Hunting,1997 (70th),2,9,False
L.A. Confidential,1997 (70th),2,9,False
As Good as It Gets,1997 (70th),2,7,False
The Full Monty,1997 (70th),1,4,False
Men in Black,1997 (70th),1,3,False
A Story of Healing,1997 (70th),1,1,False
Geri's Game,1997 (70th),1,1,False
Karakter,1997 (70th),1,1,False
The Long Way Home,1997 (70th),1,1,False
Visas and Virtue,1997 (70th),1,1,False
Amistad,1997 (70th),0,4,False
Kundun,1997 (70th),0,4,False
The Wings of the Dove,1997 (70th),0,4,False
Boogie Nights,1997 (70th),0,3,False
Air Force One,1997 (70th),0,2,False
Anastasia,1997 (70th),0,2,False
Con Air,1997 (70th),0,2,False
Mrs. Brown,1997 (70th),0,2,False
The Sweet Hereafter,1997 (70th),0,2,False
Wag the Dog,1997 (70th),0,2,False
4 Little Girls,1997 (70th),0,1,False
Afterglow,1997 (70th),0,1,False
Alaska: Spirit of the Wild,1997 (70th),0,1,False
Amazon,1997 (70th),0,1,False
Ayn Rand: A Sense of Life,1997 (70th),0,1,False
Beyond Silence,1997 (70th),0,1,False
Colors Straight Up,1997 (70th),0,1,False
Contact,1997 (70th),0,1,False
Dance Lexie Dance,1997 (70th),0,1,False
Deconstructing Harry,1997 (70th),0,1,False
Donnie Brasco,1997 (70th),0,1,False
Face/Off,1997 (70th),0,1,False
Family Video Diaries: Daughter of the Bride,1997 (70th),0,1,False
Famous Fred,1997 (70th),0,1,False
Four Days in September,1997 (70th),0,1,False
Gattaca,1997 (70th),0,1,False
Hercules,1997 (70th),0,1,False
In & Out,1997 (70th),0,1,False
It's Good to Talk,1997 (70th),0,1,False
Jackie Brown,1997 (70th),0,1,False
My Best Friend's Wedding,1997 (70th),0,1,False
Oscar and Lucinda,1997 (70th),0,1,False
Redux Riding Hood,1997 (70th),0,1,False
Rusalka,1997 (70th),0,1,False
Secrets of the Heart,1997 (70th),0,1,False
Starship Troopers,1997 (70th),0,1,False
Still Kicking: The Fabulous Palm Springs Follies,1997 (70th),0,1,False
Sweethearts?,1997 (70th),0,1,False
The Apostle,1997 (70th),0,1,False
The Fifth Element,1997 (70th),0,1,False
The Lost World: Jurassic Park,1997 (70th),0,1,False
The Old Lady and the Pigeons,1997 (70th),0,1,False
The Thief,1997 (70th),0,1,False
Ulee's Gold,1997 (70th),0,1,False
Waco: The Rules of Engagement,1997 (70th),0,1,False
Wolfgang,1997 (70th),0,1,False
Shakespeare in Love,1998 (71st),7,13,True
Saving Private Ryan,1998 (71st),5,11,False
Life is Beautiful,1998 (71st),3,7,False
Elizabeth,1998 (71st),1,7,False
Gods and Monsters,1998 (71st),1,3,False
Affliction,1998 (71st),1,2,False
The Prince of Egypt,1998 (71st),1,2,False
What Dreams May Come,1998 (71st),1,2,False
Bunny,1998 (71st),1,1,False
Election Night,1998 (71st),1,1,False
The Last Days,1998 (71st),1,1,False
The Personals: Improvisations on Romance in the Golden Years,1998 (71st),1,1,False
The Thin Red Line,1998 (71st),0,7,False
Armageddon,1998 (71st),0,4,False
Pleasantville,1998 (71st),0,3,False
The Truman Show,1998 (71st),0,3,False
A Civil Action,1998 (71st),0,2,False
A Simple Plan,1998 (71st),0,2,False
Central Station,1998 (71st),0,2,False
Hilary and Jackie,1998 (71st),0,2,False
Out of Sight,1998 (71st),0,2,False
Primary Colors,1998 (71st),0,2,False
